date,price,coin_id
2025-03-10,80751.13893300897,bitcoin
2025-03-11,78783.94057934263,bitcoin
2025-03-12,82799.1080292053,bitcoin
2025-03-13,83884.24578828987,bitcoin
2025-03-14,81098.90052436228,bitcoin
2025-03-15,83971.70916064628,bitcoin
2025-03-16,84391.69087647168,bitcoin
2025-03-17,82610.61750343916,bitcoin
2025-03-18,84075.36559694471,bitcoin
2025-03-19,82780.03048688271,bitcoin
2025-03-20,86815.44109470697,bitcoin
2025-03-21,84270.84358966233,bitcoin
2025-03-22,84009.532917822,bitcoin
2025-03-23,83793.30854192551,bitcoin
2025-03-24,85787.70914901773,bitcoin
2025-03-25,87327.72969669085,bitcoin
2025-03-26,87520.58391530563,bitcoin
2025-03-27,86960.8555491039,bitcoin
2025-03-28,87227.27158032371,bitcoin
2025-03-29,84359.46915506005,bitcoin
2025-03-30,82679.17255385047,bitcoin
2025-03-31,82356.38111183756,bitcoin
2025-04-01,82514.09365397849,bitcoin
2025-04-02,85237.5876052852,bitcoin
2025-04-03,82526.4221526433,bitcoin
2025-04-04,83163.98757387721,bitcoin
2025-04-05,83852.00765399594,bitcoin
2025-04-06,83595.88550177493,bitcoin
2025-04-07,78211.48358199988,bitcoin
2025-04-08,79179.29226757778,bitcoin
2025-04-09,76329.090356324,bitcoin
2025-04-10,82622.17029546302,bitcoin
2025-04-11,79596.35732250768,bitcoin
2025-04-12,83439.28818043756,bitcoin
2025-04-13,85305.09728392666,bitcoin
2025-04-14,83600.82010054543,bitcoin
2025-04-15,84523.4524914945,bitcoin
2025-04-16,83656.49248858042,bitcoin
2025-04-17,84105.77942167096,bitcoin
2025-04-18,84930.90857600998,bitcoin
2025-04-19,84433.75017215389,bitcoin
2025-04-20,85126.66244301842,bitcoin
2025-04-21,85073.16544858096,bitcoin
2025-04-22,87452.04699068287,bitcoin
2025-04-23,93576.16588573981,bitcoin
2025-04-24,93605.45230873208,bitcoin
2025-04-25,93872.81422867288,bitcoin
2025-04-26,94773.11200643536,bitcoin
2025-04-27,94644.06637120107,bitcoin
2025-04-28,93809.33781968223,bitcoin
2025-04-29,95030.60645474444,bitcoin
2025-04-30,94256.35946318062,bitcoin
2025-05-01,94235.75331048167,bitcoin
2025-05-02,96426.94522273027,bitcoin
2025-05-03,96855.5681343944,bitcoin
2025-05-04,95922.86842404422,bitcoin
2025-05-05,94326.62048529249,bitcoin
2025-05-06,94758.8237105546,bitcoin
2025-05-07,96854.53198815876,bitcoin
2025-05-08,97026.49376966801,bitcoin
2025-05-09,103076.27555512934,bitcoin
2025-05-10,102962.54045692299,bitcoin
2025-05-11,104630.8792994166,bitcoin
2025-05-12,103994.061616746,bitcoin
2025-05-13,102876.8304286011,bitcoin
2025-05-14,104184.49039270742,bitcoin
2025-05-15,103594.42575090709,bitcoin
2025-05-16,103708.85136423641,bitcoin
2025-05-17,103556.03493982446,bitcoin
2025-05-18,103212.36483885496,bitcoin
2025-05-19,106030.6376831359,bitcoin
2025-05-20,105629.41580436694,bitcoin
2025-05-21,106786.71995834043,bitcoin
2025-05-22,109665.86371625263,bitcoin
2025-05-23,111560.356938144,bitcoin
2025-05-24,107216.66856870624,bitcoin
2025-05-25,107831.36374380375,bitcoin
2025-05-26,108861.81037744327,bitcoin
2025-05-27,109377.71513263129,bitcoin
2025-05-28,109068.45694901445,bitcoin
2025-05-29,107838.18431100152,bitcoin
2025-05-30,105745.41660358038,bitcoin
2025-05-31,104010.91956242644,bitcoin
2025-06-01,104687.50742934884,bitcoin
2025-06-02,105710.00593822816,bitcoin
2025-06-03,105884.74263221149,bitcoin
2025-06-04,105434.47745144971,bitcoin
2025-06-05,104812.9182188067,bitcoin
2025-06-06,101650.7387545425,bitcoin
2025-06-07,104409.74967959142,bitcoin
2025-06-08,105681.4546141758,bitcoin
2025-06-09,105692.24740699006,bitcoin
2025-06-10,110261.57485948496,bitcoin
2025-06-11,110212.73252109604,bitcoin
2025-06-12,108679.9760916168,bitcoin
2025-06-13,105979.22902375912,bitcoin
2025-06-14,106045.56440819203,bitcoin
2025-06-15,105482.90611628917,bitcoin
2025-06-16,105554.49383061715,bitcoin
2025-06-17,106951.2720181497,bitcoin
2025-06-18,104683.42479835715,bitcoin
2025-06-19,104722.695052907,bitcoin
2025-06-20,104690.65002458123,bitcoin
2025-06-21,103290.105144757,bitcoin
2025-06-22,101532.5683847329,bitcoin
2025-06-23,100852.58264648831,bitcoin
2025-06-24,105511.62437933135,bitcoin
2025-06-25,105976.06929808448,bitcoin
2025-06-26,107238.53045016268,bitcoin
2025-06-27,106984.01253775663,bitcoin
2025-06-28,107078.91560644074,bitcoin
2025-06-29,107331.58548463577,bitcoin
2025-06-30,108396.61631317894,bitcoin
2025-07-01,107132.79910701896,bitcoin
2025-07-02,105613.39974163055,bitcoin
2025-07-03,108824.44423167943,bitcoin
2025-07-04,109602.20483914016,bitcoin
2025-07-05,108040.8919400104,bitcoin
2025-07-06,108217.46849992426,bitcoin
2025-07-07,109215.19771840284,bitcoin
2025-07-08,108300.71675785031,bitcoin
2025-07-09,108953.19187727802,bitcoin
2025-07-10,111327.53054245669,bitcoin
2025-07-11,115879.65030112496,bitcoin
2025-07-12,117571.02510036016,bitcoin
2025-07-13,117418.95745007684,bitcoin
2025-07-14,119117.55666327637,bitcoin
2025-07-15,119833.67446712355,bitcoin
2025-07-16,117678.19493404306,bitcoin
2025-07-17,118748.1627367753,bitcoin
2025-07-18,119445.36520434043,bitcoin
2025-07-19,117988.94664455787,bitcoin
2025-07-20,117901.62655900871,bitcoin
2025-07-21,117256.9208222684,bitcoin
2025-07-22,117482.46977767294,bitcoin
2025-07-23,119955.79570607653,bitcoin
2025-07-24,118629.05588130427,bitcoin
2025-07-25,118354.43517438594,bitcoin
2025-07-26,117540.80837085741,bitcoin
2025-07-27,117959.54234360624,bitcoin
2025-07-28,119418.91405141471,bitcoin
2025-07-29,118003.30201607826,bitcoin
2025-07-30,117853.30892863822,bitcoin
2025-07-31,117833.24087995925,bitcoin
2025-08-01,115700.00243915782,bitcoin
2025-08-02,113234.6051343189,bitcoin
2025-08-03,112554.90232221723,bitcoin
2025-08-04,114199.10966460757,bitcoin
2025-08-05,115138.68613070177,bitcoin
2025-08-06,114128.35408881678,bitcoin
2025-08-07,115022.09576830892,bitcoin
2025-08-08,117463.47451085235,bitcoin
2025-08-09,116688.36663186055,bitcoin
2025-08-10,116510.08393213755,bitcoin
2025-08-11,119266.92516880555,bitcoin
2025-08-12,118773.79960860992,bitcoin
2025-08-13,120202.53485503166,bitcoin
2025-08-14,123560.99363577305,bitcoin
2025-08-15,118405.59579823953,bitcoin
2025-08-16,117339.79190213277,bitcoin
2025-08-17,117501.21653394958,bitcoin
2025-08-18,117542.83687778088,bitcoin
2025-08-19,116256.41276740946,bitcoin
2025-08-20,112778.34483555844,bitcoin
2025-08-21,114252.39755195397,bitcoin
2025-08-22,112414.39987336512,bitcoin
2025-08-23,116834.24948202295,bitcoin
2025-08-24,115359.98346714744,bitcoin
2025-08-25,113399.54847314971,bitcoin
2025-08-26,110185.35443900425,bitcoin
2025-08-27,111842.70999260596,bitcoin
2025-08-28,111216.08479629169,bitcoin
2025-08-29,112525.59740669793,bitcoin
2025-08-30,108480.30666639366,bitcoin
2025-08-31,108781.95727925687,bitcoin
2025-09-01,108253.36092385623,bitcoin
2025-09-02,109162.68557992298,bitcoin
2025-09-03,111190.18209845416,bitcoin
2025-09-04,111711.51977725117,bitcoin
2025-09-05,110724.736377486,bitcoin
2025-09-06,110662.18112628513,bitcoin
2025-09-07,110209.1888247784,bitcoin
2025-09-08,111131.9923868407,bitcoin
2025-09-09,112025.12878118771,bitcoin
2025-09-10,111547.43956434788,bitcoin
2025-09-11,113975.32489468766,bitcoin
2025-09-12,115503.16663193036,bitcoin
2025-09-13,116160.14344594491,bitcoin
2025-09-14,115970.58488443034,bitcoin
2025-09-15,115373.55555886829,bitcoin
2025-09-16,115397.25272727509,bitcoin
2025-09-17,116762.8496864193,bitcoin
2025-09-18,116455.94648225319,bitcoin
2025-09-19,117145.49508952006,bitcoin
2025-09-20,115655.81046441344,bitcoin
2025-09-21,115715.51536781774,bitcoin
2025-09-22,115304.47999407038,bitcoin
2025-09-23,112696.74101711863,bitcoin
2025-09-24,112022.16587861195,bitcoin
2025-09-25,113320.56908541008,bitcoin
2025-09-26,108963.53013595635,bitcoin
2025-09-27,109710.20874667744,bitcoin
2025-09-28,109654.81021075726,bitcoin
2025-09-29,112142.57362752674,bitcoin
2025-09-30,114309.15041119447,bitcoin
2025-10-01,114024.22783550054,bitcoin
2025-10-02,118503.24451752483,bitcoin
2025-10-03,120611.71911591051,bitcoin
2025-10-04,122250.15186842803,bitcoin
2025-10-05,122380.93708463266,bitcoin
2025-10-06,123506.18520027678,bitcoin
2025-10-07,124773.50823074432,bitcoin
2025-10-08,121518.75593575071,bitcoin
2025-10-09,123352.50487523204,bitcoin
2025-10-10,121698.03066778315,bitcoin
2025-10-11,113201.74064138904,bitcoin
2025-10-12,110853.11663883903,bitcoin
2025-10-13,115189.5714637257,bitcoin
2025-10-14,115222.28302116522,bitcoin
2025-10-15,113156.56943826913,bitcoin
2025-10-16,110708.66960879423,bitcoin
2025-10-17,108076.72862033188,bitcoin
2025-10-18,106443.61194984635,bitcoin
2025-10-19,107156.00337647724,bitcoin
2025-10-20,108621.134857428,bitcoin
2025-10-21,110608.5714932665,bitcoin
2025-10-22,108486.10262716639,bitcoin
2025-10-23,107618.4266715404,bitcoin
2025-10-24,110048.51827291629,bitcoin
2025-10-25,110997.80437129698,bitcoin
2025-10-26,111620.3093731354,bitcoin
2025-10-27,114476.01227508577,bitcoin
2025-10-28,114182.79442806762,bitcoin
2025-10-29,112950.34863259472,bitcoin
2025-10-30,110046.66925837283,bitcoin
2025-10-31,108240.76528725718,bitcoin
2025-11-01,109573.90555629115,bitcoin
2025-11-02,110014.13556776087,bitcoin
2025-11-03,110650.2092823146,bitcoin
2025-11-04,106521.08673825761,bitcoin
2025-11-05,101635.2740227234,bitcoin
2025-11-06,103877.95965955159,bitcoin
2025-11-07,101322.6402945857,bitcoin
2025-11-08,103396.084215925,bitcoin
2025-11-09,102290.13714655167,bitcoin
2025-11-10,104709.67861656273,bitcoin
2025-11-11,105909.07272321742,bitcoin
2025-11-12,102960.77564500563,bitcoin
2025-11-13,101521.70859453593,bitcoin
2025-11-14,99730.4533956204,bitcoin
2025-11-15,94456.39368235337,bitcoin
2025-11-16,95508.31019889197,bitcoin
2025-11-17,94411.32947182967,bitcoin
2025-11-18,92036.7255045672,bitcoin
2025-11-19,92819.75921500899,bitcoin
2025-11-20,91363.27838693369,bitcoin
2025-11-21,86649.97257918229,bitcoin
2025-11-22,85051.8019295002,bitcoin
2025-11-23,84682.62429147748,bitcoin
2025-11-24,86783.84766839583,bitcoin
2025-11-25,88229.35740719768,bitcoin
2025-11-26,87310.33159950442,bitcoin
2025-11-27,90474.22677969698,bitcoin
2025-11-28,91279.06057176423,bitcoin
2025-11-29,90950.37695910994,bitcoin
2025-11-30,90841.45258193677,bitcoin
2025-12-01,90406.28448571145,bitcoin
2025-12-02,86281.49519776918,bitcoin
2025-12-03,91344.73275150165,bitcoin
2025-12-04,93619.43750817103,bitcoin
2025-12-05,92140.70419795791,bitcoin
2025-12-06,89307.09154512963,bitcoin
2025-12-07,89244.7620814118,bitcoin
2025-12-08,90162.90714007126,bitcoin
2025-12-09,90618.0535204608,bitcoin
2025-12-10,92723.21372069631,bitcoin
2025-12-11,92005.13714957413,bitcoin
2025-12-12,92494.17691640415,bitcoin
2025-12-13,90307.26028567803,bitcoin
2025-12-14,90257.4292885891,bitcoin
2025-12-15,88230.77409367911,bitcoin
2025-12-16,86413.9190195637,bitcoin
2025-12-17,87821.88919109134,bitcoin
2025-12-18,86064.94716216,bitcoin
2025-12-19,85450.3312009302,bitcoin
2025-12-20,88103.86075721023,bitcoin
2025-12-21,88347.94310567998,bitcoin
2025-12-22,88577.42038358838,bitcoin
2025-12-23,88491.12020788102,bitcoin
2025-12-24,87406.43636737975,bitcoin
2025-12-25,87642.60888119951,bitcoin
2025-12-26,87229.78066010943,bitcoin
2025-12-27,87305.95655961394,bitcoin
2025-12-28,87807.003210775,bitcoin
2025-12-29,87822.90829076794,bitcoin
2025-12-30,87156.56266080117,bitcoin
2025-12-31,88414.62856073362,bitcoin
2026-01-01,87520.18048742875,bitcoin
2026-01-02,88727.67004249741,bitcoin
2026-01-03,89926.27924953419,bitcoin
2026-01-04,90593.85443180417,bitcoin
2026-01-05,91373.21588108438,bitcoin
2026-01-06,93926.7956485658,bitcoin
2026-01-07,93666.86387314305,bitcoin
2026-01-08,91257.15544035907,bitcoin
2026-01-09,90983.51578142625,bitcoin
2026-01-10,90504.89560340019,bitcoin
2026-01-11,90442.01907847001,bitcoin
2026-01-12,90819.36598904192,bitcoin
2026-01-13,91134.96917951507,bitcoin
2026-01-14,95260.4422971001,bitcoin
2026-01-15,97007.78078881276,bitcoin
2026-01-16,95584.82797878512,bitcoin
2026-01-17,95516.07771987123,bitcoin
2026-01-18,95099.53192554631,bitcoin
2026-01-19,93752.70577188236,bitcoin
2026-01-20,92558.46334372147,bitcoin
2026-01-21,88312.84053255555,bitcoin
2026-01-22,89354.34377512129,bitcoin
2026-01-23,89443.39744146909,bitcoin
2026-01-24,89412.39849953113,bitcoin
2026-01-25,89170.87364531498,bitcoin
2026-01-26,86548.32213469829,bitcoin
2026-01-27,88307.8612070438,bitcoin
2026-01-28,89204.22239644526,bitcoin
2026-01-29,89162.09701574955,bitcoin
2026-01-30,84570.40906135936,bitcoin
2026-01-31,84141.77856967277,bitcoin
2026-02-01,78725.85853884545,bitcoin
2026-02-02,76937.06406636834,bitcoin
2026-02-03,78767.65815345927,bitcoin
2026-02-04,75638.95670207398,bitcoin
2026-02-05,73172.29203248928,bitcoin
2026-02-06,62853.69038445987,bitcoin
2026-02-07,70523.95417035831,bitcoin
2026-02-08,69296.80677355142,bitcoin
2026-02-09,70542.37329463876,bitcoin
2026-02-10,70096.40692272567,bitcoin
2026-02-11,68779.90981269129,bitcoin
2026-02-12,66937.58141157958,bitcoin
2026-02-13,66184.57765470445,bitcoin
2026-02-14,68838.87490510389,bitcoin
2026-02-15,69765.59638824302,bitcoin
2026-02-16,68716.58337486399,bitcoin
2026-02-17,68907.78353606178,bitcoin
2026-02-18,67489.45540267964,bitcoin
2026-02-19,66456.3537620677,bitcoin
2026-02-20,66918.68417467622,bitcoin
2026-02-21,67970.29403133177,bitcoin
2026-02-22,67977.90904199042,bitcoin
2026-02-23,67585.11718938159,bitcoin
2026-02-24,64577.553200674425,bitcoin
2026-02-25,64074.11098528222,bitcoin
2026-02-26,67947.39185585188,bitcoin
2026-02-27,67469.06040327046,bitcoin
2026-02-28,65883.99096235317,bitcoin
2026-03-01,67008.45435746174,bitcoin
2026-03-02,65713.4989891121,bitcoin
2026-03-03,68864.03691918531,bitcoin
2026-03-04,68321.6178484252,bitcoin
2026-03-05,72669.7701652216,bitcoin
2026-03-06,70874.98687140146,bitcoin
2026-03-07,68148.28339966535,bitcoin
2026-03-08,67271.1907777184,bitcoin
2026-03-09,66382.34362394239,bitcoin
